ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
8300,0.0,152.0,300.0,0.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
81000,0.0,360.0,360.0,0.0,N,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
3867,0.0,62.0,360.0,1.0,N,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False
6256,0.0,160.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
6096,0.0,218.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
2253,2033.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
2149,3237.0,178.0,360.0,0.0,N,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
2995,0.0,60.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
2600,0.0,160.0,360.0,1.0,N,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True
1600,20000.0,239.0,360.0,1.0,N,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True
1025,2773.0,112.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3246,1417.0,138.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5829,0.0,138.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2720,0.0,80.0,360.0,0.0,N,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True
1820,1719.0,100.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
7250,1667.0,110.0,360.0,0.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
14880,0.0,96.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
2666,4300.0,121.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4606,0.0,81.0,360.0,1.0,N,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False
5935,0.0,133.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
2920,16.12000084,87.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2717,0.0,60.0,180.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True
8624,0.0,150.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
6500,0.0,105.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
12876,0.0,405.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2425,2340.0,143.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3750,0.0,100.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
10047,0.0,128.0,240.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1926,1851.0,50.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2213,1125.0,128.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
10416,0.0,187.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
7142,0.0,138.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False
3660,5064.0,187.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
7901,1833.0,180.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4707,1993.0,148.0,360.0,1.0,Y,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False
37719,0.0,152.0,360.0,1.0,Y,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False
7333,8333.0,175.0,300.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3466,1210.0,130.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False
4652,0.0,110.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
3539,1376.0,55.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3340,1710.0,150.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
2769,1542.0,190.0,360.0,1.0,N,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False
2309,1255.0,125.0,360.0,0.0,N,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
1958,1456.0,60.0,300.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True
3948,1733.0,149.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2483,2466.0,90.0,180.0,0.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
7085,0.0,84.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False
3859,0.0,96.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
4301,0.0,118.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3708,2569.0,173.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
4354,0.0,136.0,360.0,1.0,Y,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
8334,0.0,160.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
2083,4083.0,160.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False
7740,0.0,128.0,180.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3015,2188.0,153.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
5191,0.0,132.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False
4166,0.0,98.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
6000,0.0,140.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
2947,1664.0,70.0,180.0,0.0,N,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True
16692,0.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
210,2917.0,98.0,360.0,1.0,Y,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False
4333,2451.0,110.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3450,2079.0,162.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
2653,1500.0,113.0,180.0,0.0,N,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
4691,0.0,100.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
2500,0.0,93.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
5532,4648.0,162.0,360.0,1.0,Y,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
16525,1014.0,150.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
6700,1750.0,230.0,300.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
2873,1872.0,132.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
16667,2250.0,86.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
2947,1603.0,128.0,360.0,1.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
4350,0.0,154.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False
3095,0.0,113.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
2083,3150.0,128.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
10833,0.0,234.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
8333,0.0,246.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
1958,2436.0,131.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
3547,0.0,80.0,360.0,0.0,N,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
18333,0.0,500.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
4583,2083.0,160.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
2435,0.0,75.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
2699,2785.0,96.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
5333,1131.0,186.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
3691,0.0,110.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
17263,0.0,225.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False
3597,2157.0,119.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3326,913.0,105.0,84.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
2600,1700.0,107.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
4625,2857.0,111.0,12.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
2895,0.0,95.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
6283,4416.0,209.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
645,3683.0,113.0,480.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
3159,0.0,100.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
4865,5624.0,208.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
4050,5302.0,138.0,360.0,1.0,N,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
3814,1483.0,124.0,300.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
3510,4416.0,243.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
20833,6667.0,480.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3583,0.0,96.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
2479,3013.0,188.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True
13262,0.0,40.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True
3598,1287.0,100.0,360.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
6065,2004.0,250.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
3283,2035.0,148.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
2130,6666.0,70.0,180.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5815,3666.0,311.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
3466,3428.0,150.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
2031,1632.0,113.0,480.0,1.0,Y,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
3074,1800.0,123.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
4683,1915.0,185.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
3400,0.0,95.0,360.0,1.0,N,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False
2192,1742.0,45.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
2500,0.0,55.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
5677,1424.0,100.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False
7948,7166.0,480.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
4680,2087.0,128.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
17500,0.0,400.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
3775,0.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5285,1430.0,161.0,360.0,0.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
2679,1302.0,94.0,360.0,1.0,Y,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False
6783,0.0,130.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
1025,5500.0,216.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4281,0.0,100.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3588,0.0,110.0,360.0,0.0,N,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
11250,0.0,196.0,360.0,1.0,N,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False
18165,0.0,125.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True
2550,2042.0,126.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
6133,3906.0,324.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3617,0.0,107.0,360.0,1.0,Y,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False
2917,536.0,66.0,360.0,1.0,N,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
6417,0.0,157.0,180.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
4608,2845.0,140.0,180.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
2138,0.0,99.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
3652,0.0,95.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
2239,2524.0,128.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
3017,663.0,102.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
2768,1950.0,155.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3358,0.0,80.0,36.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
2526,1783.0,145.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
5000,0.0,103.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2785,2016.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
6633,0.0,128.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
2492,2375.0,128.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
3333,3250.0,158.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
2454,2333.0,181.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
3593,4266.0,132.0,180.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
5468,1032.0,26.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
2667,1625.0,84.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
10139,0.0,260.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False
3887,2669.0,162.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
4180,2306.0,182.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3675,242.0,108.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
19484,0.0,600.0,360.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
5923,2054.0,211.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
5800,0.0,132.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False
8799,0.0,258.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
4467,0.0,120.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
3333,0.0,70.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
3400,2500.0,123.0,360.0,0.0,N,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
2378,0.0,9.0,360.0,1.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
3166,2064.0,104.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3417,1750.0,186.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
5116,1451.0,165.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
16666,0.0,275.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
6125,1625.0,187.0,480.0,1.0,N,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
6406,0.0,150.0,360.0,1.0,N,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
3159,461.0,108.0,84.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
3087,2210.0,136.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3229,2739.0,110.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
1782,2232.0,107.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
3182,2917.0,161.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
6540,0.0,205.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
1836,33837.0,90.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
3166,0.0,36.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1880,0.0,61.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
2787,1917.0,146.0,360.0,0.0,N,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
4283,3000.0,172.0,84.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
2297,1522.0,104.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
2165,0.0,70.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False
4750,0.0,94.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2726,0.0,106.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
3000,3416.0,56.0,180.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
6000,0.0,205.0,240.0,1.0,N,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
9357,0.0,292.0,360.0,1.0,Y,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False
3859,3300.0,142.0,180.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
16120,0.0,260.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True
3833,0.0,110.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
6383,1000.0,187.0,360.0,1.0,N,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False
2987,0.0,88.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
9963,0.0,180.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False
5780,0.0,192.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
416,41667.0,350.0,180.0,1.0,N,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True
2894,2792.0,155.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
5703,0.0,128.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3676,4301.0,172.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
12000,0.0,496.0,360.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
2400,3800.0,128.0,180.0,1.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
3400,2500.0,173.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
3987,1411.0,157.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
3232,1950.0,108.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2900,0.0,71.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
4106,0.0,40.0,180.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
8072,240.0,253.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
7583,0.0,187.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
4583,0.0,133.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
